timestamp,body_id,pos_opt_x,pos_opt_y,pos_opt_z,pos_world_x,pos_world_y,pos_world_z,vel_x,vel_y,vel_z,qx,qy,qz,qw
3500297174.671456,1,0.026970,0.048275,0.271787,0.511213,-0.026970,0.623275,0.000000,0.000000,0.000000,-0.005389,0.004547,-0.000442,0.999975
3500297174.682184,1,0.026934,0.048250,0.271766,0.511234,-0.026934,0.623250,0.004196,0.007018,-0.005120,-0.005231,0.004718,-0.000373,0.999975
3500297174.692167,1,0.026941,0.048220,0.271750,0.511250,-0.026941,0.623220,0.003858,0.004264,-0.005369,-0.005150,0.005289,-0.000300,0.999973
3500297174.712440,1,0.027043,0.048327,0.271730,0.511270,-0.027043,0.623327,0.003749,-0.004873,0.003425,-0.005397,0.004266,0.002384,0.999974
3500297174.720323,1,0.027272,0.048216,0.271825,0.511175,-0.027272,0.623216,-0.003980,-0.022515,-0.002226,-0.006538,0.003212,0.004103,0.999965
3500297174.732468,1,0.027146,0.048219,0.271781,0.511219,-0.027146,0.623219,-0.002054,-0.013698,-0.000061,-0.005917,0.004047,0.002077,0.999972
3500297174.742147,1,0.027073,0.048269,0.271751,0.511249,-0.027073,0.623269,-0.001345,-0.002050,-0.003812,-0.005545,0.004725,0.000278,0.999973
3500297174.762121,1,0.026985,0.048292,0.271728,0.511272,-0.026985,0.623292,0.006477,0.019162,0.005043,-0.005268,0.005085,-0.000962,0.999973
3500297174.774159,1,0.026938,0.048272,0.271701,0.511299,-0.026938,0.623272,0.005327,0.013854,0.003534,-0.004668,0.004913,-0.001326,0.999976
3500297174.782279,1,0.026898,0.048262,0.271703,0.511297,-0.026898,0.623262,0.003185,0.011709,-0.000509,-0.004514,0.004588,-0.001421,0.999978
3500297174.791464,1,0.027017,0.048235,0.271749,0.511251,-0.027017,0.623235,-0.001407,-0.002121,-0.003753,-0.005743,0.003977,0.002987,0.999971
3500297174.839706,1,0.027016,0.048171,0.271551,0.511449,-0.027016,0.623171,0.010006,-0.005145,-0.006753,-0.003516,0.001801,0.001883,0.999990
3500297174.873094,1,0.026992,0.048332,0.271607,0.511393,-0.026992,0.623332,0.006364,-0.006266,0.004709,-0.004888,0.002217,0.003113,0.999981
3500297174.922022,1,0.027023,0.048246,0.271657,0.511343,-0.027023,0.623246,0.006159,-0.000395,0.000726,-0.005349,0.004097,0.002794,0.999973
3500297175.013935,1,0.027037,0.048301,0.271707,0.511293,-0.027037,0.623301,-0.010401,-0.001403,0.008651,-0.005286,0.004486,0.001367,0.999975
3500297175.041493,1,0.027094,0.048284,0.271704,0.511296,-0.027094,0.623284,-0.006413,-0.006823,-0.003241,-0.005615,0.005142,0.002321,0.999968
3500297175.061365,1,0.027170,0.048261,0.271656,0.511344,-0.027170,0.623261,0.000083,-0.009859,0.000962,-0.005445,0.004615,0.005152,0.999961
3500297175.091032,1,0.027031,0.048271,0.271682,0.511318,-0.027031,0.623271,0.001633,0.000372,-0.001970,-0.004698,0.003342,0.004332,0.999974
3500297175.148323,1,0.027155,0.048124,0.271602,0.511398,-0.027155,0.623124,0.006743,-0.004044,-0.010640,-0.003396,0.002323,0.002159,0.999989
3500297175.168480,1,0.027141,0.048111,0.271670,0.511330,-0.027141,0.623111,-0.000932,0.001974,-0.009992,-0.003968,0.001625,0.001494,0.999990
3500297175.181385,1,0.027075,0.048181,0.271692,0.511308,-0.027075,0.623181,-0.000622,-0.002945,-0.006043,-0.004607,0.003423,0.000264,0.999984
3500297175.200964,1,0.027012,0.048297,0.271712,0.511288,-0.027012,0.623297,-0.007313,0.009543,0.011544,-0.005066,0.005039,-0.000946,0.999974
3500297175.220427,1,0.026976,0.048311,0.271718,0.511282,-0.026976,0.623311,-0.003248,0.010967,0.013356,-0.005652,0.004566,0.001198,0.999973
3500297175.229094,1,0.026977,0.048265,0.271715,0.511285,-0.026977,0.623265,-0.001536,0.006524,0.005605,-0.004840,0.004468,-0.000168,0.999978
3500297175.269456,1,0.026896,0.048297,0.271685,0.511315,-0.026896,0.623297,0.001824,0.007729,-0.000030,-0.004788,0.004626,-0.001579,0.999977
3500297175.300001,1,0.026957,0.048294,0.271730,0.511270,-0.026957,0.623294,-0.000739,0.001255,-0.001131,-0.005340,0.005268,-0.001400,0.999971
3500297175.309572,1,0.026985,0.048335,0.271729,0.511271,-0.026985,0.623335,-0.000970,-0.000531,0.004670,-0.005255,0.005461,-0.002212,0.999969
3500297175.327644,1,0.026967,0.048220,0.271729,0.511271,-0.026967,0.623220,-0.002940,-0.004749,-0.005147,-0.004416,0.005237,-0.001357,0.999976
3500297175.339141,1,0.026921,0.048228,0.271704,0.511296,-0.026921,0.623228,0.001719,0.002445,-0.004451,-0.004250,0.004785,-0.001133,0.999979
3500297175.349718,1,0.026972,0.048241,0.271706,0.511294,-0.026972,0.623241,0.001564,0.000858,-0.006257,-0.004576,0.005385,-0.001130,0.999974
3500297175.379278,1,0.026946,0.048274,0.271728,0.511272,-0.026946,0.623274,0.000046,0.001396,0.003612,-0.005162,0.004957,-0.000855,0.999974
3500297175.398932,1,0.026956,0.048297,0.271703,0.511297,-0.026956,0.623297,0.000034,-0.002359,0.004622,-0.005529,0.005196,-0.000566,0.999971
3500297175.410178,1,0.026987,0.048248,0.271710,0.511290,-0.026987,0.623248,-0.000300,-0.000969,0.000483,-0.005256,0.005535,-0.000156,0.999971
3500297175.418405,1,0.026980,0.048259,0.271711,0.511289,-0.026980,0.623259,0.001150,-0.002294,-0.001011,-0.005296,0.005563,-0.000354,0.999970
3500297175.437930,1,0.026966,0.048203,0.271697,0.511303,-0.026966,0.623203,0.000429,-0.000652,-0.006260,-0.004607,0.004693,-0.000131,0.999978
3500297175.467865,1,0.026969,0.048287,0.271715,0.511285,-0.026969,0.623287,-0.000342,0.001212,0.002616,-0.004936,0.004872,-0.000419,0.999976
3500297175.487748,1,0.026939,0.048257,0.271693,0.511307,-0.026939,0.623257,0.001182,0.002756,-0.000116,-0.004813,0.004829,-0.000217,0.999977
3500297175.507758,1,0.027001,0.048278,0.271723,0.511277,-0.027001,0.623278,-0.001766,-0.002361,0.004987,-0.004982,0.005699,-0.001380,0.999970
3500297175.517759,1,0.026987,0.048257,0.271712,0.511288,-0.026987,0.623257,0.000223,-0.001200,-0.002040,-0.004386,0.004763,-0.000830,0.999979
3500297175.526532,1,0.026986,0.048243,0.271716,0.511284,-0.026986,0.623243,-0.001530,-0.003102,-0.000937,-0.004194,0.004878,-0.001834,0.999978
3500297175.577523,1,0.026951,0.048268,0.271681,0.511319,-0.026951,0.623268,0.002847,0.003364,-0.000663,-0.004535,0.005031,-0.000984,0.999977
3500297175.626291,1,0.026890,0.048246,0.271686,0.511314,-0.026890,0.623246,0.001715,0.006429,-0.000730,-0.004750,0.004540,-0.000938,0.999978
3500297175.635949,1,0.026920,0.048218,0.271701,0.511299,-0.026920,0.623218,0.001007,0.004404,-0.001677,-0.004975,0.005073,-0.000254,0.999975
3500297175.646948,1,0.027003,0.048274,0.271724,0.511276,-0.027003,0.623274,-0.002911,-0.003494,0.000390,-0.005619,0.005903,-0.000719,0.999967
3500297175.665770,1,0.027034,0.048254,0.271737,0.511263,-0.027034,0.623254,-0.003388,-0.009606,0.000568,-0.005897,0.006185,0.000683,0.999963
3500297175.676479,1,0.026960,0.048245,0.271694,0.511306,-0.026960,0.623245,0.000497,-0.002693,0.001805,-0.005235,0.005458,0.000096,0.999971
3500297175.686953,1,0.027003,0.048268,0.271706,0.511294,-0.027003,0.623268,0.001206,0.000029,-0.000369,-0.005068,0.005525,-0.000913,0.999972
3500297175.705317,1,0.026961,0.048240,0.271686,0.511314,-0.026961,0.623240,0.003405,0.004899,-0.000965,-0.004485,0.005087,-0.000755,0.999977
3500297175.715168,1,0.026951,0.048249,0.271693,0.511307,-0.026951,0.623249,0.000010,0.000621,0.000306,-0.004586,0.005028,-0.000703,0.999977
3500297175.725717,1,0.026917,0.048242,0.271697,0.511303,-0.026917,0.623242,0.000636,0.005744,-0.001718,-0.004237,0.004167,-0.000773,0.999982
3500297175.746271,1,0.026903,0.048322,0.271772,0.511228,-0.026903,0.623322,-0.005708,0.003855,0.005474,-0.005565,0.003638,-0.000768,0.999978
3500297175.755621,1,0.026920,0.048287,0.271763,0.511237,-0.026920,0.623287,-0.004631,0.002042,0.002517,-0.005486,0.004059,-0.000509,0.999977
3500297175.796697,1,0.027073,0.048325,0.271703,0.511297,-0.027073,0.623325,-0.000433,-0.010409,0.005521,-0.005546,0.003197,0.004771,0.999968
3500297175.806206,1,0.027125,0.048315,0.271693,0.511307,-0.027125,0.623315,0.005203,-0.014773,-0.000458,-0.005918,0.003374,0.006155,0.999958
3500297175.825622,1,0.027219,0.048405,0.271723,0.511277,-0.027219,0.623405,0.002633,-0.019943,0.007858,-0.005763,0.004182,0.006366,0.999954
3500297175.856103,1,0.027161,0.048211,0.271785,0.511215,-0.027161,0.623211,-0.005440,-0.005855,-0.007615,-0.006213,0.003641,0.007977,0.999942
3500297175.876298,1,0.027039,0.048232,0.271764,0.511236,-0.027039,0.623232,-0.004727,0.005735,-0.005523,-0.005295,0.004434,0.002244,0.999974
3500297175.905607,1,0.027252,0.048375,0.271700,0.511300,-0.027252,0.623375,0.001536,-0.002161,-0.002024,-0.006319,0.004958,0.004098,0.999959
3500297175.956429,1,0.027114,0.048401,0.271645,0.511355,-0.027114,0.623401,0.009344,0.003093,0.012700,-0.004751,0.003958,0.004485,0.999971
3500297175.975686,1,0.027226,0.048372,0.271680,0.511320,-0.027226,0.623372,0.005611,-0.012499,0.009286,-0.006646,0.003546,0.007092,0.999946
3500297175.995245,1,0.027131,0.048291,0.271706,0.511294,-0.027131,0.623291,-0.000350,0.008062,-0.005559,-0.005348,0.003554,0.006395,0.999959
3500297176.005157,1,0.027094,0.048276,0.271690,0.511310,-0.027094,0.623276,-0.003034,0.001343,-0.008386,-0.005802,0.003454,0.006342,0.999957
3500297176.013976,1,0.027058,0.048160,0.271529,0.511471,-0.027058,0.623160,0.010103,0.011186,-0.014128,-0.003131,0.000766,0.004002,0.999987
3500297176.025220,1,0.027113,0.048271,0.271576,0.511424,-0.027113,0.623271,0.008615,0.001186,-0.001326,-0.003539,0.001637,0.005292,0.999978
3500297176.034409,1,0.027028,0.048267,0.271629,0.511371,-0.027028,0.623267,0.004095,0.004389,-0.000554,-0.004045,0.003310,0.001874,0.999985
3500297176.043769,1,0.026991,0.048281,0.271664,0.511336,-0.026991,0.623281,-0.009050,0.004514,0.008111,-0.004213,0.004313,-0.000485,0.999982
3500297176.113952,1,0.026944,0.048173,0.271498,0.511502,-0.026944,0.623173,0.005253,0.011222,-0.006553,-0.002336,0.003174,-0.001095,0.999992
3500297176.123928,1,0.026947,0.048185,0.271580,0.511420,-0.026947,0.623185,0.003242,0.005425,-0.005474,-0.003265,0.004281,-0.001154,0.999985
3500297176.145098,1,0.026960,0.048252,0.271675,0.511325,-0.026960,0.623252,-0.000729,0.002034,-0.001928,-0.004732,0.005248,-0.000749,0.999975
3500297176.174483,1,0.026883,0.048229,0.271694,0.511306,-0.026883,0.623229,-0.013111,0.004091,0.003727,-0.004989,0.004910,-0.000582,0.999975
3500297176.194230,1,0.026922,0.048298,0.271725,0.511275,-0.026922,0.623298,-0.009686,0.001653,0.007521,-0.005153,0.004940,-0.000652,0.999974
3500297176.204205,1,0.026924,0.048296,0.271722,0.511278,-0.026924,0.623296,-0.003095,0.002390,0.002881,-0.005102,0.004976,-0.000864,0.999974
3500297176.254284,1,0.027029,0.048223,0.271632,0.511368,-0.027029,0.623223,0.004158,-0.009751,-0.000395,-0.004470,0.003789,0.000601,0.999983
3500297176.282881,1,0.027068,0.048260,0.271745,0.511255,-0.027068,0.623260,-0.001295,-0.009740,-0.002538,-0.005057,0.004873,0.000655,0.999975
3500297176.342584,1,0.026929,0.048179,0.271727,0.511273,-0.026929,0.623179,-0.000377,-0.000321,-0.007773,-0.004645,0.004953,-0.000212,0.999977
3500297176.372735,1,0.026918,0.048272,0.271703,0.511297,-0.026918,0.623272,-0.004709,0.007406,0.003264,-0.004713,0.004753,-0.001673,0.999976
3500297176.382341,1,0.026903,0.048289,0.271706,0.511294,-0.026903,0.623289,0.002583,0.011048,0.001899,-0.004629,0.004269,-0.001993,0.999978
3500297176.402817,1,0.026953,0.048244,0.271729,0.511271,-0.026953,0.623244,-0.000089,-0.001562,0.004305,-0.004127,0.004480,-0.000856,0.999981
3500297176.422346,1,0.027110,0.048240,0.271839,0.511161,-0.027110,0.623240,-0.009098,-0.012755,-0.002152,-0.006473,0.002809,0.001249,0.999974
3500297176.492632,1,0.026945,0.048271,0.271708,0.511292,-0.026945,0.623271,-0.000149,-0.002804,-0.001152,-0.004419,0.004677,-0.000936,0.999979
3500297176.501924,1,0.026968,0.048273,0.271711,0.511289,-0.026968,0.623273,0.001190,-0.001056,0.001989,-0.004923,0.005365,-0.000670,0.999973
3500297176.523973,1,0.026892,0.048248,0.271668,0.511332,-0.026892,0.623248,0.011386,0.014532,0.000550,-0.004351,0.004623,-0.000907,0.999979
3500297176.532256,1,0.026907,0.048214,0.271685,0.511315,-0.026907,0.623214,0.001524,0.002495,-0.003789,-0.004476,0.004844,-0.000442,0.999978
3500297176.553865,1,0.027003,0.048302,0.271722,0.511278,-0.027003,0.623302,-0.000759,-0.002315,0.001940,-0.005385,0.005423,0.000309,0.999971
3500297176.583450,1,0.026955,0.048311,0.271698,0.511302,-0.026955,0.623311,-0.001969,-0.004212,0.004222,-0.005223,0.005117,-0.000926,0.999973
3500297176.603242,1,0.027044,0.048270,0.271728,0.511272,-0.027044,0.623270,-0.002861,-0.009118,0.003739,-0.005443,0.006088,-0.000249,0.999967
3500297176.643029,1,0.027072,0.048221,0.271690,0.511310,-0.027072,0.623221,0.002170,-0.004623,-0.005448,-0.004970,0.005652,-0.000345,0.999972
3500297176.652495,1,0.027018,0.048252,0.271694,0.511306,-0.027018,0.623252,0.000254,-0.004219,-0.003943,-0.004922,0.005003,-0.000694,0.999975
3500297176.663205,1,0.026936,0.048312,0.271654,0.511346,-0.026936,0.623312,0.004931,0.007163,0.002782,-0.004751,0.004433,-0.001150,0.999978
3500297176.682487,1,0.026987,0.048306,0.271707,0.511293,-0.026987,0.623306,-0.001168,0.005727,0.005691,-0.005169,0.005159,-0.000950,0.999973
3500297176.693438,1,0.026929,0.048307,0.271688,0.511312,-0.026929,0.623307,0.000370,0.005962,0.003640,-0.005245,0.004787,-0.001001,0.999974
3500297176.753037,1,0.027202,0.048307,0.271693,0.511307,-0.027202,0.623307,-0.002599,-0.017676,-0.000380,-0.005745,0.003593,0.007290,0.999951
3500297176.780787,1,0.027106,0.048164,0.271539,0.511461,-0.027106,0.623164,0.011230,-0.007973,-0.009490,-0.003663,0.001575,0.002707,0.999988
